"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YDR294C"	"131_579_3mc6.1.A_5b3f79a78fd6f96bb7e904e6"	"NA"	"NA"	131	579	"glycerol_high"	"0.6927"
"YFL058W"	"4_338_4h6d.1.A_5b3a8b753b85d1269583cc0d"	"NA"	"NA"	4	338	"glycerol_high"	"NA"
"YFL058W"	"6_164_3s4u.1.A_5b3a8b753b85d1269583cc09"	"NA"	"NA"	6	164	"glycerol_high"	"NA"
"YPL262W"	"27_485_1yfm.1.A_5b3d2ec89ffd12413877fdd2"	"NA"	"NA"	27	485	"glycerol_high"	"0.8799"
"YOR168W"	"215_809_4h3s.1.A_5b43ca4a08cc8f1c1af1fea6"	"NA"	"NA"	215	809	"glycerol_high"	"0.606"
"YOR168W"	"252_583_2dxi.2.B_5b43ca4a08cc8f1c1af1fea2"	"NA"	"NA"	252	583	"glycerol_high"	"0.19"
"YOR168W"	"1_806_4ye6.1.A_5b43ca4a08cc8f1c1af1fe9e"	"NA"	"NA"	1	806	"glycerol_high"	"0.476"
"YER010C"	"2_233_2c5q.1.A_5b3d94a13b85d184de7db393"	"NA"	"NA"	2	233	"glycerol_high"	"0.496"
"YER163C"	"5_232_5hwi.1.A_5b3da819732c1ecb30ac93e4"	"NA"	"NA"	5	232	"glycerol_high"	"0.6301"
"YKR043C"	"3_271_3lg2.1.A_5b3cdb911a200b8d4b380d5a"	"NA"	"NA"	3	271	"glycerol_high"	"0.5776"
"YCR053W"	"2_512_1kl7.1.A_5b3d831b08cc8f146580b365"	"NA"	"NA"	2	512	"glycerol_high"	"0.0202"
"YDR373W"	"14_171_2jt0.1.A_5b402d63a03a1be52f3fba2b"	"NA"	"NA"	14	171	"glycerol_high"	"0.6422"
"YDR373W"	"14_171_1dtl.1.A_5b402d63a03a1be52f3fba27"	"NA"	"NA"	14	171	"glycerol_high"	"0.7123"
"YDR373W"	"14_171_1aj4.1.A_5b402d63a03a1be52f3fba23"	"NA"	"NA"	14	171	"glycerol_high"	"0.5091"
"YDR373W"	"14_171_2jtz.1.A_5b402d63a03a1be52f3fba1f"	"NA"	"NA"	14	171	"glycerol_high"	"0.5104"
"YOL055C"	"2_551_3rm5.1.A_5b3e87b408cc8f8679cce8e9"	"NA"	"NA"	2	551	"glycerol_high"	"0.3476"
"YGR240C"	"205_980_3o8o.1.A_5b469438d60c59ce7b3e2bf7"	"NA"	"NA"	205	980	"glycerol_high"	"0.9746"
"YGR240C"	"202_971_4xyk.1.A_5b469438d60c59ce7b3e2bfb"	"NA"	"NA"	202	971	"glycerol_high"	"0.9213"
"YGR240C"	"10_976_3opy.1.A_5b469438d60c59ce7b3e2c00"	"NA"	"NA"	10	976	"glycerol_high"	"0.9922"
"YGR240C"	"5_975_3opy.1.B_5b469438d60c59ce7b3e2c08"	"NA"	"NA"	5	975	"glycerol_high"	"0.9946"
"YGR240C"	"201_648_2f48.1.A_5b469438d60c59ce7b3e2c04"	"NA"	"NA"	201	648	"glycerol_high"	"0.8488"
"YNL036W"	"17_221_3eyx.1.A_5b3e5d23732c1e5f3345fede"	"NA"	"NA"	17	221	"glycerol_high"	"0.2274"
"YNL262W"	"31_1186_4m8o.1.A_5b2500927aaa0d62c87070aa"	"NA"	"NA"	31	1186	"glycerol_high"	"0.8753"
"YDL040C"	"37_480_5lj3.1.T_5b446f868fd6f97a8eb97d53"	"NA"	"NA"	37	480	"glycerol_high"	"0.8985"
"YDL040C"	"23_854_4xnh.1.A_5b446f868fd6f97a8eb97d4f"	"NA"	"NA"	23	854	"glycerol_high"	"0.1084"
"YKL045W"	"55_511_5exr.2.B_5b3dcf4a732c1e5bcb02bcae"	"NA"	"NA"	55	511	"glycerol_high"	"0.5554"
"YDR001C"	"27_751_5n6n.1.C_5b42d5b9732c1e9282c2f159"	"NA"	"NA"	27	751	"glycerol_high"	"0.002"
"YGL225W"	"16_333_5oge.1.A_5b3a94f8d60c590643dbb956"	"NA"	"NA"	16	333	"glycerol_high"	"0.7925"
"YPR190C"	"484_640_5hli.1.A_5b40ed291a200b3add14be90"	"NA"	"NA"	484	640	"glycerol_high"	"0.277"
"YNR043W"	"3_393_1fi4.1.A_5b3adbda732c1e6ead2c7291"	"NA"	"NA"	3	393	"glycerol_high"	"0.9903"
"YGL027C"	"35_833_4j5t.1.A_5b441f54732c1ee2155708e8"	"NA"	"NA"	35	833	"glycerol_high"	"0.9089"
"YOR085W"	"23_173_4ju5.1.A_5b3a58979ffd12f64acce218"	"NA"	"NA"	23	173	"glycerol_high"	"0.1458"
"YOR085W"	"25_182_4m92.1.A_5b3a58979ffd12f64acce214"	"NA"	"NA"	25	182	"glycerol_high"	"0.162"
"YOR085W"	"23_189_5ayk.1.A_5b3a58979ffd12f64acce210"	"NA"	"NA"	23	189	"glycerol_high"	"0.1266"
"YOR285W"	"20_139_3d1p.1.A_5b43c4ef732c1e3e9a337d7c"	"NA"	"NA"	20	139	"glycerol_high"	"0.4826"
"YDL185W"	"284_737_1lwt.1.C_5b476e391a200b8688f4af57"	"NA"	"NA"	284	737	"glycerol_high"	"0.9943"
"YDR399W"	"5_217_2xbu.1.A_5b3e5e89d60c59050570b7d1"	"NA"	"NA"	5	217	"glycerol_high"	"0.7029"
"YKL055C"	"1_273_4hbg.1.A_5b3c92eba03a1bc30f95d646"	"NA"	"NA"	1	273	"glycerol_high"	"0.5382"
"YGR254W"	"2_437_1ebh.1.A_5b3b73a81a200b26d29c23c4"	"NA"	"NA"	2	437	"glycerol_high"	"0.1939"
"YGL022W"	"6_718_6ezn.1.F_5b42388808cc8f03f30e67ec"	"NA"	"NA"	6	718	"glycerol_high"	"0.0309"
"YKL035W"	"22_499_2i5k.1.A_5b3d50ee732c1e980d169593"	"NA"	"NA"	22	499	"glycerol_high"	"0.2542"
"YDL042C"	"99_555_4iao.1.A_5b3ecd69a03a1b05b090fdaf"	"NA"	"NA"	99	555	"glycerol_high"	"0.0819"
"YDL042C"	"247_529_6flg.1.A_5b3ecd69a03a1b05b090fdab"	"NA"	"NA"	247	529	"glycerol_high"	"0.4245"
"YJL068C"	"1_299_4flm.1.A_5b3b5313d60c59f03bedf573"	"NA"	"NA"	1	299	"glycerol_high"	"0.0132"
"YAL054C"	"68_710_5vpv.2.A_5b4232b99ffd12e1eaf20fe2"	"NA"	"NA"	68	710	"glycerol_high"	"0.079"
"YAL054C"	"74_709_5jrh.1.A_5b4232b99ffd12e1eaf20fde"	"NA"	"NA"	74	709	"glycerol_high"	"0.0716"
"YAL054C"	"74_713_1ry2.1.A_5b4232b99ffd12e1eaf20fda"	"NA"	"NA"	74	713	"glycerol_high"	"0.0449"
"YMR293C"	"6_464_4n0h.1.A_5b3cd5009ffd120a42e6853c"	"NA"	"NA"	6	464	"glycerol_high"	"0.7224"
"YGL224C"	"1_280_3nuq.1.A_5b3bb73cd60c5982110061c2"	"NA"	"NA"	1	280	"glycerol_high"	"0.2388"
"YLR258W"	"2_639_4kqm.1.B_5b41f15d08cc8f2e30c70195"	"NA"	"NA"	2	639	"glycerol_high"	"0.604"
"YNL045W"	"59_628_2yd0.1.A_5b4147acd60c5944bdb34737"	"NA"	"NA"	59	628	"glycerol_high"	"0.5083"
"YNL045W"	"40_671_2xpz.1.A_5b4147acd60c5944bdb34733"	"NA"	"NA"	40	671	"glycerol_high"	"0.1456"
"YDR098C"	"2_223_1j08.3.A_5b3d47fdd60c59f5d751d732"	"NA"	"NA"	2	223	"glycerol_high"	"0.7307"
"YDR098C"	"2_113_3d6i.1.A_5b3d47fdd60c59f5d751d72e"	"NA"	"NA"	2	113	"glycerol_high"	"0.9515"
"YDR098C"	"33_224_5n9u.1.A_5b3d47fdd60c59f5d751d71e"	"NA"	"NA"	33	224	"glycerol_high"	"0.3327"
"YDR098C"	"4_222_3wt1.1.A_5b3d47fdd60c59f5d751d722"	"NA"	"NA"	4	222	"glycerol_high"	"0.879"
"YDR098C"	"147_249_3zyw.2.A_5b3d47fdd60c59f5d751d726"	"NA"	"NA"	147	249	"glycerol_high"	"NA"
"YDR098C"	"7_208_4tw5.1.A_5b3d47fdd60c59f5d751d72a"	"NA"	"NA"	7	208	"glycerol_high"	"0.9121"
"YBR019C"	"11_699_1z45.1.A_5b41e43e8fd6f9e6c910141c"	"NA"	"NA"	11	699	"glycerol_high"	"0.4986"
"YPL091W"	"22_483_2hqm.1.A_5b3d1dae732c1e6f2e6f37ae"	"NA"	"NA"	22	483	"glycerol_high"	"0.5118"
"YLR284C"	"19_205_3iav.1.A_5b3bbdf3d60c59eae134cf5d"	"NA"	"NA"	19	205	"glycerol_high"	"0.8297"
"YLR284C"	"4_270_4zdc.1.A_5b3bbdf3d60c59eae134cf59"	"NA"	"NA"	4	270	"glycerol_high"	"0.6963"
"YLR284C"	"10_273_4q1g.1.A_5b3bbdf3d60c59eae134cf51"	"NA"	"NA"	10	273	"glycerol_high"	"0.7495"
"YIL010W"	"59_214_2a4v.1.A_5b3eae949ffd12cecc8f0c40"	"NA"	"NA"	59	214	"glycerol_high"	"0.9436"
"YDL120W"	"61_172_2fql.1.B_5b412ae208cc8fc6376deeee"	"NA"	"NA"	61	172	"glycerol_high"	"NA"
"YLR300W"	"41_448_1h4p.1.A_5b3ba5498fd6f9a469f916ec"	"NA"	"NA"	41	448	"glycerol_high"	"0.8867"
"YOR209C"	"1_415_1vlp.1.A_5b3b5812a03a1bd6e163a1d8"	"NA"	"NA"	1	415	"glycerol_high"	"0.8565"
"YEL039C"	"2_113_3cxh.1.W_5b46784c8fd6f93cd02e328e"	"NA"	"NA"	2	113	"glycerol_high"	"NA"
"YFR047C"	"2_294_3c2v.1.A_5b3b6f208fd6f9877ccc3356"	"NA"	"NA"	2	294	"glycerol_high"	"0.9179"
"YOR341W"	"1_1664_4c2m.1.A_5b248a9c7aaa0d7641e1365d"	"NA"	"NA"	1	1664	"glycerol_high"	"0.4396"
"YKL094W"	"2_309_4zxf.1.A_5b3b026e3b85d1bbb30e3013"	"NA"	"NA"	2	309	"glycerol_high"	"0.8415"
"YLR044C"	"2_559_2w93.1.B_5b3ed4b58fd6f96c4e4aa643"	"NA"	"NA"	2	559	"glycerol_high"	"0.8845"
"YLR189C"	"568_678_5yqr.1.A_5b4f08a7a03a1b6cf834f49b"	"NA"	"NA"	568	678	"glycerol_high"	"NA"
"YLR189C"	"205_338_3tfm.1.A_5b4f08a7a03a1b6cf834f497"	"NA"	"NA"	205	338	"glycerol_high"	"0.9373"
"YLR189C"	"737_1171_5gl5.1.A_5b4f08a7a03a1b6cf834f493"	"NA"	"NA"	737	1171	"glycerol_high"	"0.6127"
"YBR020W"	"9_528_2aj4.1.A_5b3dd18d732c1e8c6cb51e35"	"NA"	"NA"	9	528	"glycerol_high"	"0.0103"
"YBR020W"	"25_527_3v5r.1.A_5b3dd18d732c1e8c6cb51e31"	"NA"	"NA"	25	527	"glycerol_high"	"0.0103"
"YHR013C"	"2_235_4hny.1.B_5b3d7fe9a03a1bdb4b6bbcdd"	"NA"	"NA"	2	235	"glycerol_high"	"0.5011"
"YHR013C"	"3_195_1s7n.2.A_5b3d7fe9a03a1bdb4b6bbcd9"	"NA"	"NA"	3	195	"glycerol_high"	"0.8071"
"YBR085W"	"10_306_4c9j.1.A_5b3b27af732c1e0c78536be3"	"NA"	"NA"	10	306	"glycerol_high"	"0.5855"
"YFL017C"	"2_159_1i12.2.B_5b4234728fd6f946150487c3"	"NA"	"NA"	2	159	"glycerol_high"	"0.6631"
"YJL060W"	"18_444_3b46.1.A_5b3b96ca08cc8f4ec4f9036c"	"NA"	"NA"	18	444	"glycerol_high"	"0.9929"
"YFL030W"	"3_383_2bkw.1.A_5b3ab6d51a200baaa317382e"	"NA"	"NA"	3	383	"glycerol_high"	"0.7529"
"YMR087W"	"16_279_1txz.2.A_5b3ba7fb8fd6f92c5ae9a234"	"NA"	"NA"	16	279	"glycerol_high"	"0.4575"
"YMR087W"	"46_254_5cms.1.A_5b3ba7fb8fd6f92c5ae9a230"	"NA"	"NA"	46	254	"glycerol_high"	"0.3321"
"YDR009W"	"19_520_3v5r.1.A_5b3d95fca03a1bbd90da5f58"	"NA"	"NA"	19	520	"glycerol_high"	"0.2883"
"YBL030C"	"24_309_4c9g.1.A_5b3ae3799ffd12578e1ae730"	"NA"	"NA"	24	309	"glycerol_high"	"0.9997"
"YIR029W"	"1_343_1o59.1.A_5b3a7abb732c1e0ceea8d550"	"NA"	"NA"	1	343	"glycerol_high"	"0.0638"
"YJR025C"	"1_175_1zvf.1.A_5b40fc0c3b85d131b7f049e5"	"NA"	"NA"	1	175	"glycerol_high"	"0.6685"
"YOL049W"	"6_491_1m0w.1.A_5b3d37ba1a200bb11b817c58"	"NA"	"NA"	6	491	"glycerol_high"	"0.7496"
"YPL252C"	"58_172_2mje.1.A_5b4151423b85d1e8bd353762"	"NA"	"NA"	58	172	"glycerol_high"	"0.6901"
"YLR027C"	"2_412_1yaa.1.A_5b3b2bc41a200b62cb82e1df"	"NA"	"NA"	2	412	"glycerol_high"	"0.7955"
"YDL102W"	"131_962_4k8z.1.A_5b479e53d60c59497a715626"	"NA"	"NA"	131	962	"glycerol_high"	"0.7166"
"YDL102W"	"113_971_5n2e.1.A_5b479e53d60c59497a71562e"	"NA"	"NA"	113	971	"glycerol_high"	"0.8606"
"YDL102W"	"95_985_3iay.1.C_5b479e53d60c59497a71562a"	"NA"	"NA"	95	985	"glycerol_high"	"0.8012"
"YDL102W"	"110_1094_5exr.1.C_5b479e53d60c59497a715622"	"NA"	"NA"	110	1094	"glycerol_high"	"0.6666"
"YGL047W"	"2_202_2ks6.1.A_5b3f6aa8a03a1b0a29dacaf1"	"NA"	"NA"	2	202	"glycerol_high"	"0.2226"
"YOR202W"	"3_219_6ezm.1.A_5b3e70cca03a1bf4469b53e7"	"NA"	"NA"	3	219	"glycerol_high"	"0.1772"
"YPR060C"	"1_256_1csm.1.A_5b3d280bd60c5963aefc5b25"	"NA"	"NA"	1	256	"glycerol_high"	"0.669"
"YBR039W"	"34_311_2wpd.1.G_5b3b12028fd6f99868165de2"	"NA"	"NA"	34	311	"glycerol_high"	"0.8768"
"YNR003C"	"11_316_6f40.1.P_5ad52900a52be72ac3fa22fc"	"NA"	"NA"	11	316	"glycerol_high"	"0.2396"
"YDL140C"	"6_1452_5x50.1.A_5b32c7d9c4494f32a42c6f3e"	"NA"	"NA"	6	1452	"glycerol_high"	"0.2553"
"YJL148W"	"22_180_5m5w.1.N_5b3da149a03a1bebf7813237"	"NA"	"NA"	22	180	"glycerol_high"	"0.3528"
"YKR025W"	"71_262_5fj9.1.M_5a59e372573f207787fe049a"	"NA"	"NA"	71	262	"glycerol_high"	"0.1173"
"YEL027W"	"9_157_5vox.1.Y_5b422787732c1e553fc33ab8"	"NA"	"NA"	9	157	"glycerol_high"	"NA"
"YIL162W"	"25_175_5ann.1.A_5b3df53f9ffd126bf90a8146"	"NA"	"NA"	25	175	"glycerol_high"	"0.6634"
"YIL162W"	"24_532_4eqv.1.E_5b3df53f9ffd126bf90a8140"	"NA"	"NA"	24	532	"glycerol_high"	"0.2093"
"YKL144C"	"2_212_5fj9.1.G_5a5af5671405504b2f68c0a6"	"NA"	"NA"	2	212	"glycerol_high"	"NA"
"YPL078C"	"93_236_5t4q.1.J_5b3d61ab9ffd12992062840e"	"NA"	"NA"	93	236	"glycerol_high"	"0.2816"
"YPL078C"	"93_236_5t4q.1.I_5b3d61ab9ffd12992062840a"	"NA"	"NA"	93	236	"glycerol_high"	"0.2872"
"YPL078C"	"68_242_5fil.1.S_5b3d61ab9ffd129920628406"	"NA"	"NA"	68	242	"glycerol_high"	"0.232"
"YPL271W"	"2_60_2wpd.1.I_5b2495bd140550aad18668ea"	"NA"	"NA"	2	60	"glycerol_high"	"0.8768"
"YOL077W-A"	"5_28_6b2z.1.S_5ac9e16a7f4bf91f75d38e47"	"NA"	"NA"	5	28	"glycerol_high"	"NA"
"YOR151C"	"20_1224_3fki.1.B_5b4fbeb19ffd12ec1f4ff241"	"NA"	"NA"	20	1224	"glycerol_high"	"0.451"
"YOR151C"	"19_1221_5xog.1.B_5b4fbeb19ffd12ec1f4ff23d"	"NA"	"NA"	19	1221	"glycerol_high"	"0.4683"
"YKL194C"	"1_454_1qf6.1.B_5b3caa3e1a200b1c5481bef8"	"NA"	"NA"	1	454	"glycerol_high"	"0.2137"
"YKL194C"	"32_462_3uh0.1.A_5b3caa3e1a200b1c5481bef4"	"NA"	"NA"	32	462	"glycerol_high"	"0.9122"
"YML081C-A"	"1_59_6b2z.1.R_5b061576c730d45507dd90a2"	"NA"	"NA"	1	59	"glycerol_high"	"NA"
"YLR447C"	"1_344_5voz.1.Q_5b3a756d732c1eefe2cc389f"	"NA"	"NA"	1	344	"glycerol_high"	"0.6362"
"YHR039C-A"	"2_106_3j9t.1.J_5b4660ef08cc8f2bd8dd913d"	"NA"	"NA"	2	106	"glycerol_high"	"0.1562"
"YHR026W"	"58_211_3j9t.1.A_57ec650ead01f07d782aa88d"	"NA"	"NA"	58	211	"glycerol_high"	"NA"
"YDR453C"	"2_195_3sbc.1.A_5b3fcbe71a200b10446b9d78"	"NA"	"NA"	2	195	"glycerol_high"	"0.7341"
"YCL005W-A"	"1_69_6c6l.1.D_5b243a26ad01f06ba7ed6557"	"NA"	"NA"	1	69	"glycerol_high"	"NA"
"YPL234C"	"7_163_6c6l.1.A_5b41e15f732c1e60a4cc0582"	"NA"	"NA"	7	163	"glycerol_high"	"NA"
"YOR270C"	"3_828_6c6l.1.N_5b443c6f1a200b70f4fba629"	"NA"	"NA"	3	828	"glycerol_high"	"0.1431"
"YBR127C"	"29_485_3j9u.1.F_5b3d8b8e8fd6f9d33acb14d8"	"NA"	"NA"	29	485	"glycerol_high"	"NA"
"YKL016C"	"4_174_6cp3.1.V_5b41303ad60c59e617481262"	"NA"	"NA"	4	174	"glycerol_high"	"0.3708"
"YKL016C"	"28_131_5nt1.2.A_5b41303ad60c59e61748125e"	"NA"	"NA"	28	131	"glycerol_high"	"0.0908"
"YLR295C"	"36_124_6cp3.1.W_5b454dc51a200b428ccd03ad"	"NA"	"NA"	36	124	"glycerol_high"	"0.0678"
"YDR377W"	"7_91_6cp6.1.X_5b47883f08cc8f564e50ce0e"	"NA"	"NA"	7	91	"glycerol_high"	"NA"
"YDR156W"	"12_100_5m5y.1.D_5b43f7b39ffd12a4f4f24202"	"NA"	"NA"	12	100	"glycerol_high"	"0.9842"
